date,total_beds,icu_beds,occupied_beds,occupied_icu_beds,available_beds,admissions,discharges,emergency_cases,staff_available,icu_utilization_check,lag_1,lag_2,rolling_mean_3,occupancy_rate,icu_utilization,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,target
2018-01-20,175,31,170,25,5,38,43,32,97,0.8064516129032258,175.0,175.0,173.33333333333334,0.9714285714285714,0.8064516129032258,True,False,False,False,False,False,175.0
2018-01-21,175,31,175,29,0,51,36,14,56,0.9354838709677419,170.0,175.0,173.33333333333334,1.0,0.9354838709677419,False,False,False,False,True,False,175.0
2018-01-22,175,31,175,28,0,49,36,21,106,0.9032258064516129,175.0,170.0,173.33333333333334,1.0,0.9032258064516129,False,False,False,False,False,True,175.0
2018-01-23,175,31,175,31,0,38,27,23,86,1.0,175.0,175.0,175.0,1.0,1.0,False,False,False,True,False,False,175.0
2018-01-24,175,31,175,29,0,69,30,21,109,0.9354838709677419,175.0,175.0,175.0,1.0,0.9354838709677419,False,False,False,False,False,False,155.0
2018-01-25,175,31,155,30,20,30,50,23,82,0.967741935483871,175.0,175.0,168.33333333333334,0.8857142857142857,0.967741935483871,False,True,False,False,False,False,168.0
2018-01-26,175,31,168,30,7,61,48,23,90,0.967741935483871,155.0,175.0,166.0,0.96,0.967741935483871,False,False,True,False,False,False,175.0
2018-01-27,175,31,175,31,0,62,49,26,105,1.0,168.0,155.0,166.0,1.0,1.0,True,False,False,False,False,False,175.0
2018-01-28,175,31,175,28,0,34,24,23,93,0.9032258064516129,175.0,168.0,172.66666666666666,1.0,0.9032258064516129,False,False,False,False,True,False,175.0
2018-01-29,175,31,175,29,0,43,40,27,83,0.9354838709677419,175.0,175.0,175.0,1.0,0.9354838709677419,False,False,False,False,False,True,175.0
2018-01-30,175,31,175,29,0,45,15,23,108,0.9354838709677419,175.0,175.0,175.0,1.0,0.9354838709677419,False,False,False,True,False,False,175.0
2018-01-31,175,31,175,31,0,63,51,22,101,1.0,175.0,175.0,175.0,1.0,1.0,False,False,False,False,False,False,175.0
2018-02-01,175,31,175,27,0,57,22,27,65,0.8709677419354839,175.0,175.0,175.0,1.0,0.8709677419354839,False,True,False,False,False,False,175.0
2018-02-02,175,31,175,31,0,70,15,22,59,1.0,175.0,175.0,175.0,1.0,1.0,False,False,True,False,False,False,169.0
2018-02-03,175,31,169,27,6,30,36,26,61,0.8709677419354839,175.0,175.0,173.0,0.9657142857142857,0.8709677419354839,True,False,False,False,False,False,175.0
2018-02-04,175,31,175,27,0,67,20,21,99,0.8709677419354839,169.0,175.0,173.0,1.0,0.8709677419354839,False,False,False,False,True,False,175.0
2018-02-05,175,31,175,25,0,61,22,25,108,0.8064516129032258,175.0,169.0,173.0,1.0,0.8064516129032258,False,False,False,False,False,True,175.0
2018-02-06,175,31,175,24,0,40,28,29,74,0.7741935483870968,175.0,175.0,175.0,1.0,0.7741935483870968,False,False,False,True,False,False,175.0
2018-02-07,175,31,175,26,0,62,48,21,118,0.8387096774193549,175.0,175.0,175.0,1.0,0.8387096774193549,False,False,False,False,False,False,175.0
2018-02-08,175,31,175,22,0,60,29,22,93,0.7096774193548387,175.0,175.0,175.0,1.0,0.7096774193548387,False,True,False,False,False,False,175.0
2018-02-09,175,31,175,22,0,55,47,21,58,0.7096774193548387,175.0,175.0,175.0,1.0,0.7096774193548387,False,False,True,False,False,False,175.0
2018-02-10,175,31,175,20,0,42,37,34,103,0.6451612903225806,175.0,175.0,175.0,1.0,0.6451612903225806,True,False,False,False,False,False,168.0
2018-02-11,175,31,168,18,7,28,35,21,99,0.5806451612903226,175.0,175.0,172.66666666666666,0.96,0.5806451612903226,False,False,False,False,True,False,175.0
2018-02-12,175,31,175,21,0,49,37,28,119,0.6774193548387096,168.0,175.0,172.66666666666666,1.0,0.6774193548387096,False,False,False,False,False,True,175.0
2018-02-13,175,31,175,17,0,30,20,16,79,0.5483870967741935,175.0,168.0,172.66666666666666,1.0,0.5483870967741935,False,False,False,True,False,False,150.0
2018-02-14,175,31,150,19,25,28,53,23,116,0.6129032258064516,175.0,175.0,166.66666666666666,0.8571428571428571,0.6129032258064516,False,False,False,False,False,False,175.0
2018-02-15,175,31,175,23,0,56,31,24,55,0.7419354838709677,150.0,175.0,166.66666666666666,1.0,0.7419354838709677,False,True,False,False,False,False,175.0
2018-02-16,175,31,175,21,0,70,29,16,112,0.6774193548387096,175.0,150.0,166.66666666666666,1.0,0.6774193548387096,False,False,True,False,False,False,175.0
2018-02-17,175,31,175,21,0,50,24,13,65,0.6774193548387096,175.0,175.0,175.0,1.0,0.6774193548387096,True,False,False,False,False,False,175.0
2018-02-18,175,31,175,21,0,66,36,16,50,0.6774193548387096,175.0,175.0,175.0,1.0,0.6774193548387096,False,False,False,False,True,False,175.0
2018-02-19,175,31,175,21,0,49,17,21,97,0.6774193548387096,175.0,175.0,175.0,1.0,0.6774193548387096,False,False,False,False,False,True,175.0
2018-02-20,175,31,175,24,0,32,22,31,69,0.7741935483870968,175.0,175.0,175.0,1.0,0.7741935483870968,False,False,False,True,False,False,175.0
2018-02-21,175,31,175,24,0,66,32,11,58,0.7741935483870968,175.0,175.0,175.0,1.0,0.7741935483870968,False,False,False,False,False,False,175.0
2018-02-22,175,31,175,28,0,36,33,27,50,0.9032258064516129,175.0,175.0,175.0,1.0,0.9032258064516129,False,True,False,False,False,False,175.0
2018-02-23,175,31,175,24,0,52,27,27,117,0.7741935483870968,175.0,175.0,175.0,1.0,0.7741935483870968,False,False,True,False,False,False,175.0
2018-02-24,175,31,175,26,0,37,16,15,87,0.8387096774193549,175.0,175.0,175.0,1.0,0.8387096774193549,True,False,False,False,False,False,167.0
2018-02-25,175,31,167,24,8,34,42,29,93,0.7741935483870968,175.0,175.0,172.33333333333334,0.9542857142857143,0.7741935483870968,False,False,False,False,True,False,170.0
2018-02-26,175,31,170,20,5,26,23,30,107,0.6451612903225806,167.0,175.0,170.66666666666666,0.9714285714285714,0.6451612903225806,False,False,False,False,False,True,175.0
2018-02-27,175,31,175,25,0,62,17,32,117,0.8064516129032258,170.0,167.0,170.66666666666666,1.0,0.8064516129032258,False,False,False,True,False,False,164.0
2018-02-28,175,31,164,25,11,42,53,19,91,0.8064516129032258,175.0,170.0,169.66666666666666,0.9371428571428572,0.8064516129032258,False,False,False,False,False,False,147.0
2018-03-01,175,31,147,24,28,32,49,14,119,0.7741935483870968,164.0,175.0,162.0,0.84,0.7741935483870968,False,True,False,False,False,False,160.0
2018-03-02,175,31,160,22,15,42,29,14,69,0.7096774193548387,147.0,164.0,157.0,0.9142857142857143,0.7096774193548387,False,False,True,False,False,False,175.0
2018-03-03,175,31,175,23,0,57,38,15,61,0.7419354838709677,160.0,147.0,160.66666666666666,1.0,0.7419354838709677,True,False,False,False,False,False,175.0
2018-03-04,175,31,175,21,0,36,34,12,113,0.6774193548387096,175.0,160.0,170.0,1.0,0.6774193548387096,False,False,False,False,True,False,175.0
2018-03-05,175,31,175,17,0,24,18,14,57,0.5483870967741935,175.0,175.0,175.0,1.0,0.5483870967741935,False,False,False,False,False,True,175.0
2018-03-06,175,31,175,13,0,59,25,18,54,0.41935483870967744,175.0,175.0,175.0,1.0,0.41935483870967744,False,False,False,True,False,False,175.0
2018-03-07,175,31,175,9,0,43,35,26,99,0.2903225806451613,175.0,175.0,175.0,1.0,0.2903225806451613,False,False,False,False,False,False,172.0
2018-03-08,175,31,172,7,3,42,45,28,114,0.22580645161290322,175.0,175.0,174.0,0.9828571428571429,0.22580645161290322,False,True,False,False,False,False,172.0
2018-03-09,175,31,172,3,3,35,35,27,60,0.0967741935483871,172.0,175.0,173.0,0.9828571428571429,0.0967741935483871,False,False,True,False,False,False,175.0
2018-03-10,175,31,175,8,0,54,50,33,78,0.25806451612903225,172.0,172.0,173.0,1.0,0.25806451612903225,True,False,False,False,False,False,163.0
2018-03-11,175,31,163,10,12,41,53,23,110,0.3225806451612903,175.0,172.0,170.0,0.9314285714285714,0.3225806451612903,False,False,False,False,True,False,175.0
2018-03-12,175,31,175,11,0,48,26,34,61,0.3548387096774194,163.0,175.0,171.0,1.0,0.3548387096774194,False,False,False,False,False,True,172.0
2018-03-13,175,31,172,15,3,48,51,12,104,0.4838709677419355,175.0,163.0,170.0,0.9828571428571429,0.4838709677419355,False,False,False,True,False,False,175.0
2018-03-14,175,31,175,16,0,46,32,26,106,0.5161290322580645,172.0,175.0,174.0,1.0,0.5161290322580645,False,False,False,False,False,False,160.0
2018-03-15,175,31,160,16,15,23,38,24,78,0.5161290322580645,175.0,172.0,169.0,0.9142857142857143,0.5161290322580645,False,True,False,False,False,False,175.0
2018-03-16,175,31,175,17,0,41,15,17,93,0.5483870967741935,160.0,175.0,170.0,1.0,0.5483870967741935,False,False,True,False,False,False,160.0
2018-03-17,175,31,160,19,15,21,36,30,71,0.6129032258064516,175.0,160.0,165.0,0.9142857142857143,0.6129032258064516,True,False,False,False,False,False,175.0
2018-03-18,175,31,175,21,0,57,40,14,79,0.6774193548387096,160.0,175.0,170.0,1.0,0.6774193548387096,False,False,False,False,True,False,168.0
2018-03-19,175,31,168,18,7,42,49,20,85,0.5806451612903226,175.0,160.0,167.66666666666666,0.96,0.5806451612903226,False,False,False,False,False,True,175.0
2018-03-20,175,31,175,14,0,59,31,14,73,0.45161290322580644,168.0,175.0,172.66666666666666,1.0,0.45161290322580644,False,False,False,True,False,False,175.0
2018-03-21,175,31,175,12,0,29,21,27,52,0.3870967741935484,175.0,168.0,172.66666666666666,1.0,0.3870967741935484,False,False,False,False,False,False,165.0
2018-03-22,175,31,165,15,10,33,43,19,76,0.4838709677419355,175.0,175.0,171.66666666666666,0.9428571428571428,0.4838709677419355,False,True,False,False,False,False,167.0
2018-03-23,175,31,167,20,8,40,38,33,78,0.6451612903225806,165.0,175.0,169.0,0.9542857142857143,0.6451612903225806,False,False,True,False,False,False,175.0
2018-03-24,175,31,175,23,0,53,15,11,74,0.7419354838709677,167.0,165.0,169.0,1.0,0.7419354838709677,True,False,False,False,False,False,175.0
2018-03-25,175,31,175,22,0,42,16,30,96,0.7096774193548387,175.0,167.0,172.33333333333334,1.0,0.7096774193548387,False,False,False,False,True,False,172.0
2018-03-26,175,31,172,25,3,34,37,30,111,0.8064516129032258,175.0,175.0,174.0,0.9828571428571429,0.8064516129032258,False,False,False,False,False,True,175.0
2018-03-27,175,31,175,29,0,50,27,24,109,0.9354838709677419,172.0,175.0,174.0,1.0,0.9354838709677419,False,False,False,True,False,False,175.0
2018-03-28,175,31,175,30,0,47,17,28,68,0.967741935483871,175.0,172.0,174.0,1.0,0.967741935483871,False,False,False,False,False,False,175.0
2018-03-29,175,31,175,29,0,37,19,21,108,0.9354838709677419,175.0,175.0,175.0,1.0,0.9354838709677419,False,True,False,False,False,False,146.0
2018-03-30,175,31,146,30,29,25,54,10,110,0.967741935483871,175.0,175.0,165.33333333333334,0.8342857142857143,0.967741935483871,False,False,True,False,False,False,132.0
2018-03-31,175,31,132,26,43,33,47,30,105,0.8387096774193549,146.0,175.0,151.0,0.7542857142857143,0.8387096774193549,True,False,False,False,False,False,147.0
2018-04-01,175,31,147,22,28,31,16,10,56,0.7096774193548387,132.0,146.0,141.66666666666666,0.84,0.7096774193548387,False,False,False,False,True,False,160.0
2018-04-02,175,31,160,25,15,58,45,14,80,0.8064516129032258,147.0,132.0,146.33333333333334,0.9142857142857143,0.8064516129032258,False,False,False,False,False,True,164.0
2018-04-03,175,31,164,25,11,46,42,12,71,0.8064516129032258,160.0,147.0,157.0,0.9371428571428572,0.8064516129032258,False,False,False,True,False,False,165.0
2018-04-04,175,31,165,23,10,53,52,22,99,0.7419354838709677,164.0,160.0,163.0,0.9428571428571428,0.7419354838709677,False,False,False,False,False,False,170.0
2018-04-05,175,31,170,24,5,37,32,12,112,0.7741935483870968,165.0,164.0,166.33333333333334,0.9714285714285714,0.7741935483870968,False,True,False,False,False,False,175.0
2018-04-06,175,31,175,20,0,38,16,23,103,0.6451612903225806,170.0,165.0,170.0,1.0,0.6451612903225806,False,False,True,False,False,False,175.0
2018-04-07,175,31,175,21,0,27,19,22,50,0.6774193548387096,175.0,170.0,173.33333333333334,1.0,0.6774193548387096,True,False,False,False,False,False,175.0
2018-04-08,175,31,175,24,0,41,37,19,103,0.7741935483870968,175.0,175.0,175.0,1.0,0.7741935483870968,False,False,False,False,True,False,175.0
2018-04-09,175,31,175,28,0,30,23,21,89,0.9032258064516129,175.0,175.0,175.0,1.0,0.9032258064516129,False,False,False,False,False,True,171.0
2018-04-10,175,31,171,24,4,27,31,16,57,0.7741935483870968,175.0,175.0,173.66666666666666,0.9771428571428571,0.7741935483870968,False,False,False,True,False,False,175.0
2018-04-11,175,31,175,25,0,59,19,12,79,0.8064516129032258,171.0,175.0,173.66666666666666,1.0,0.8064516129032258,False,False,False,False,False,False,175.0
2018-04-12,175,31,175,26,0,44,15,31,54,0.8387096774193549,175.0,171.0,173.66666666666666,1.0,0.8387096774193549,False,True,False,False,False,False,175.0
2018-04-13,175,31,175,25,0,47,25,10,75,0.8064516129032258,175.0,175.0,175.0,1.0,0.8064516129032258,False,False,True,False,False,False,163.0
2018-04-14,175,31,163,28,12,20,32,20,89,0.9032258064516129,175.0,175.0,171.0,0.9314285714285714,0.9032258064516129,True,False,False,False,False,False,151.0
2018-04-15,175,31,151,31,24,22,34,32,102,1.0,163.0,175.0,163.0,0.8628571428571429,1.0,False,False,False,False,True,False,135.0
2018-04-16,175,31,135,31,40,27,43,15,100,1.0,151.0,163.0,149.66666666666666,0.7714285714285715,1.0,False,False,False,False,False,True,147.0
2018-04-17,175,31,147,30,28,52,40,19,108,0.967741935483871,135.0,151.0,144.33333333333334,0.84,0.967741935483871,False,False,False,True,False,False,172.0
2018-04-18,175,31,172,31,3,55,30,18,54,1.0,147.0,135.0,151.33333333333334,0.9828571428571429,1.0,False,False,False,False,False,False,175.0
2018-04-19,175,31,175,31,0,40,17,24,58,1.0,172.0,147.0,164.66666666666666,1.0,1.0,False,True,False,False,False,False,170.0
2018-04-20,175,31,170,31,5,20,25,19,83,1.0,175.0,172.0,172.33333333333334,0.9714285714285714,1.0,False,False,True,False,False,False,155.0
2018-04-21,175,31,155,31,20,29,44,24,116,1.0,170.0,175.0,166.66666666666666,0.8857142857142857,1.0,True,False,False,False,False,False,127.0
2018-04-22,175,31,127,31,48,21,49,27,55,1.0,155.0,170.0,150.66666666666666,0.7257142857142858,1.0,False,False,False,False,True,False,129.0
2018-04-23,175,31,129,27,46,34,32,32,66,0.8709677419354839,127.0,155.0,137.0,0.7371428571428571,0.8709677419354839,False,False,False,False,False,True,153.0
2018-04-24,175,31,153,27,22,59,35,12,72,0.8709677419354839,129.0,127.0,136.33333333333334,0.8742857142857143,0.8709677419354839,False,False,False,True,False,False,152.0
2018-04-25,175,31,152,29,23,53,54,29,99,0.9354838709677419,153.0,129.0,144.66666666666666,0.8685714285714285,0.9354838709677419,False,False,False,False,False,False,141.0
2018-04-26,175,31,141,28,34,36,47,33,93,0.9032258064516129,152.0,153.0,148.66666666666666,0.8057142857142857,0.9032258064516129,False,True,False,False,False,False,164.0
2018-04-27,175,31,164,29,11,38,15,22,95,0.9354838709677419,141.0,152.0,152.33333333333334,0.9371428571428572,0.9354838709677419,False,False,True,False,False,False,175.0
2018-04-28,175,31,175,30,0,47,33,25,69,0.967741935483871,164.0,141.0,160.0,1.0,0.967741935483871,True,False,False,False,False,False,175.0
2018-04-29,175,31,175,31,0,45,15,34,82,1.0,175.0,164.0,171.33333333333334,1.0,1.0,False,False,False,False,True,False,157.0
2018-04-30,175,31,157,30,18,34,52,17,64,0.967741935483871,175.0,175.0,169.0,0.8971428571428571,0.967741935483871,False,False,False,False,False,True,147.0
2018-05-01,175,31,147,28,28,22,32,34,51,0.9032258064516129,157.0,175.0,159.66666666666666,0.84,0.9032258064516129,False,False,False,True,False,False,173.0
2018-05-02,175,31,173,28,2,50,24,33,118,0.9032258064516129,147.0,157.0,159.0,0.9885714285714285,0.9032258064516129,False,False,False,False,False,False,144.0
2018-05-03,175,31,144,24,31,25,54,23,115,0.7741935483870968,173.0,147.0,154.66666666666666,0.8228571428571428,0.7741935483870968,False,True,False,False,False,False,151.0
2018-05-04,175,31,151,21,24,33,26,17,61,0.6774193548387096,144.0,173.0,156.0,0.8628571428571429,0.6774193548387096,False,False,True,False,False,False,154.0
2018-05-05,175,31,154,23,21,44,41,30,82,0.7419354838709677,151.0,144.0,149.66666666666666,0.88,0.7419354838709677,True,False,False,False,False,False,169.0
2018-05-06,175,31,169,19,6,48,33,26,51,0.6129032258064516,154.0,151.0,158.0,0.9657142857142857,0.6129032258064516,False,False,False,False,True,False,145.0
2018-05-07,175,31,145,16,30,22,46,17,81,0.5161290322580645,169.0,154.0,156.0,0.8285714285714286,0.5161290322580645,False,False,False,False,False,True,136.0
2018-05-08,175,31,136,13,39,26,35,32,58,0.41935483870967744,145.0,169.0,150.0,0.7771428571428571,0.41935483870967744,False,False,False,True,False,False,123.0
2018-05-09,175,31,123,17,52,29,42,15,81,0.5483870967741935,136.0,145.0,134.66666666666666,0.7028571428571428,0.5483870967741935,False,False,False,False,False,False,97.0
2018-05-10,175,31,97,13,78,20,46,33,57,0.41935483870967744,123.0,136.0,118.66666666666667,0.5542857142857143,0.41935483870967744,False,True,False,False,False,False,122.0
2018-05-11,175,31,122,15,53,40,15,18,52,0.4838709677419355,97.0,123.0,114.0,0.6971428571428572,0.4838709677419355,False,False,True,False,False,False,112.0
2018-05-12,175,31,112,15,63,33,43,14,112,0.4838709677419355,122.0,97.0,110.33333333333333,0.64,0.4838709677419355,True,False,False,False,False,False,134.0
2018-05-13,175,31,134,11,41,59,37,28,64,0.3548387096774194,112.0,122.0,122.66666666666667,0.7657142857142857,0.3548387096774194,False,False,False,False,True,False,139.0
2018-05-14,175,31,139,7,36,27,22,28,85,0.22580645161290322,134.0,112.0,128.33333333333334,0.7942857142857143,0.22580645161290322,False,False,False,False,False,True,136.0
2018-05-15,175,31,136,11,39,41,44,19,107,0.3548387096774194,139.0,134.0,136.33333333333334,0.7771428571428571,0.3548387096774194,False,False,False,True,False,False,149.0
2018-05-16,175,31,149,16,26,29,16,30,66,0.5161290322580645,136.0,139.0,141.33333333333334,0.8514285714285714,0.5161290322580645,False,False,False,False,False,False,137.0
2018-05-17,175,31,137,12,38,22,34,15,116,0.3870967741935484,149.0,136.0,140.66666666666666,0.7828571428571428,0.3870967741935484,False,True,False,False,False,False,149.0
2018-05-18,175,31,149,8,26,58,46,21,113,0.25806451612903225,137.0,149.0,145.0,0.8514285714285714,0.25806451612903225,False,False,True,False,False,False,141.0
2018-05-19,175,31,141,7,34,21,29,28,105,0.22580645161290322,149.0,137.0,142.33333333333334,0.8057142857142857,0.22580645161290322,True,False,False,False,False,False,174.0
2018-05-20,175,31,174,12,1,54,21,20,96,0.3870967741935484,141.0,149.0,154.66666666666666,0.9942857142857143,0.3870967741935484,False,False,False,False,True,False,175.0
2018-05-21,175,31,175,16,0,34,22,20,95,0.5161290322580645,174.0,141.0,163.33333333333334,1.0,0.5161290322580645,False,False,False,False,False,True,163.0
2018-05-22,175,31,163,15,12,28,40,19,107,0.4838709677419355,175.0,174.0,170.66666666666666,0.9314285714285714,0.4838709677419355,False,False,False,True,False,False,145.0
2018-05-23,175,31,145,12,30,30,48,20,98,0.3870967741935484,163.0,175.0,161.0,0.8285714285714286,0.3870967741935484,False,False,False,False,False,False,135.0
2018-05-24,175,31,135,8,40,28,38,14,102,0.25806451612903225,145.0,163.0,147.66666666666666,0.7714285714285715,0.25806451612903225,False,True,False,False,False,False,159.0
2018-05-25,175,31,159,10,16,51,27,22,117,0.3225806451612903,135.0,145.0,146.33333333333334,0.9085714285714286,0.3225806451612903,False,False,True,False,False,False,142.0
2018-05-26,175,31,142,6,33,32,49,26,119,0.1935483870967742,159.0,135.0,145.33333333333334,0.8114285714285714,0.1935483870967742,True,False,False,False,False,False,125.0
2018-05-27,175,31,125,5,50,24,41,23,67,0.16129032258064516,142.0,159.0,142.0,0.7142857142857143,0.16129032258064516,False,False,False,False,True,False,147.0
2018-05-28,175,31,147,4,28,41,19,28,53,0.12903225806451613,125.0,142.0,138.0,0.84,0.12903225806451613,False,False,False,False,False,True,136.0
2018-05-29,175,31,136,5,39,26,37,33,115,0.16129032258064516,147.0,125.0,136.0,0.7771428571428571,0.16129032258064516,False,False,False,True,False,False,175.0
2018-05-30,175,31,175,4,0,58,19,26,86,0.12903225806451613,136.0,147.0,152.66666666666666,1.0,0.12903225806451613,False,False,False,False,False,False,175.0
2018-05-31,175,31,175,3,0,54,30,18,76,0.0967741935483871,175.0,136.0,162.0,1.0,0.0967741935483871,False,True,False,False,False,False,175.0
2018-06-01,175,31,175,3,0,53,45,32,75,0.0967741935483871,175.0,175.0,175.0,1.0,0.0967741935483871,False,False,True,False,False,False,175.0
2018-06-02,175,31,175,8,0,42,22,34,111,0.25806451612903225,175.0,175.0,175.0,1.0,0.25806451612903225,True,False,False,False,False,False,175.0
2018-06-03,175,31,175,11,0,56,37,14,119,0.3548387096774194,175.0,175.0,175.0,1.0,0.3548387096774194,False,False,False,False,True,False,175.0
2018-06-04,175,31,175,9,0,35,31,23,71,0.2903225806451613,175.0,175.0,175.0,1.0,0.2903225806451613,False,False,False,False,False,True,175.0
2018-06-05,175,31,175,6,0,49,19,24,71,0.1935483870967742,175.0,175.0,175.0,1.0,0.1935483870967742,False,False,False,True,False,False,175.0
2018-06-06,175,31,175,10,0,40,35,30,116,0.3225806451612903,175.0,175.0,175.0,1.0,0.3225806451612903,False,False,False,False,False,False,164.0
2018-06-07,175,31,164,14,11,42,53,23,63,0.45161290322580644,175.0,175.0,171.33333333333334,0.9371428571428572,0.45161290322580644,False,True,False,False,False,False,175.0
2018-06-08,175,31,175,18,0,36,21,28,88,0.5806451612903226,164.0,175.0,171.33333333333334,1.0,0.5806451612903226,False,False,True,False,False,False,175.0
2018-06-09,175,31,175,14,0,59,18,29,86,0.45161290322580644,175.0,164.0,171.33333333333334,1.0,0.45161290322580644,True,False,False,False,False,False,175.0
2018-06-10,175,31,175,12,0,30,23,23,90,0.3870967741935484,175.0,175.0,175.0,1.0,0.3870967741935484,False,False,False,False,True,False,175.0
2018-06-11,175,31,175,11,0,51,20,16,89,0.3548387096774194,175.0,175.0,175.0,1.0,0.3548387096774194,False,False,False,False,False,True,167.0
2018-06-12,175,31,167,13,8,44,52,31,98,0.41935483870967744,175.0,175.0,172.33333333333334,0.9542857142857143,0.41935483870967744,False,False,False,True,False,False,175.0
2018-06-13,175,31,175,17,0,53,44,20,112,0.5483870967741935,167.0,175.0,172.33333333333334,1.0,0.5483870967741935,False,False,False,False,False,False,175.0
2018-06-14,175,31,175,16,0,45,36,30,73,0.5161290322580645,175.0,167.0,172.33333333333334,1.0,0.5161290322580645,False,True,False,False,False,False,164.0
2018-06-15,175,31,164,19,11,42,53,31,116,0.6129032258064516,175.0,175.0,171.33333333333334,0.9371428571428572,0.6129032258064516,False,False,True,False,False,False,145.0
2018-06-16,175,31,145,15,30,31,50,24,68,0.4838709677419355,164.0,175.0,161.33333333333334,0.8285714285714286,0.4838709677419355,True,False,False,False,False,False,156.0
2018-06-17,175,31,156,20,19,56,45,25,65,0.6451612903225806,145.0,164.0,155.0,0.8914285714285715,0.6451612903225806,False,False,False,False,True,False,145.0
2018-06-18,175,31,145,19,30,36,47,22,61,0.6129032258064516,156.0,145.0,148.66666666666666,0.8285714285714286,0.6129032258064516,False,False,False,False,False,True,145.0
2018-06-19,175,31,145,19,30,36,36,34,84,0.6129032258064516,145.0,156.0,148.66666666666666,0.8285714285714286,0.6129032258064516,False,False,False,True,False,False,160.0
2018-06-20,175,31,160,21,15,47,32,17,72,0.6774193548387096,145.0,145.0,150.0,0.9142857142857143,0.6774193548387096,False,False,False,False,False,False,175.0
2018-06-21,175,31,175,26,0,47,18,23,64,0.8387096774193549,160.0,145.0,160.0,1.0,0.8387096774193549,False,True,False,False,False,False,175.0
2018-06-22,175,31,175,30,0,58,35,17,70,0.967741935483871,175.0,160.0,170.0,1.0,0.967741935483871,False,False,True,False,False,False,175.0
2018-06-23,175,31,175,31,0,52,40,13,55,1.0,175.0,175.0,175.0,1.0,1.0,True,False,False,False,False,False,159.0
2018-06-24,175,31,159,31,16,28,44,23,98,1.0,175.0,175.0,169.66666666666666,0.9085714285714286,1.0,False,False,False,False,True,False,173.0
2018-06-25,175,31,173,31,2,58,44,11,62,1.0,159.0,175.0,169.0,0.9885714285714285,1.0,False,False,False,False,False,True,175.0
2018-06-26,175,31,175,28,0,31,16,31,91,0.9032258064516129,173.0,159.0,169.0,1.0,0.9032258064516129,False,False,False,True,False,False,167.0
